{982}abiguominyinhang 阿比国民银行
{11044}lingsanshuishou 零散税收
{5957}lingshou 零手
{1560}lingshoudingcundan 零售定存单
{3984}lingshoufu 零首付
{2297}lingshouhuigouxieyi 零售回购协议
{2105}lingshoujingjixing 零售经纪行
{788}lingshounianjinzhe 领受年金者
{6090}lingshoutouzizhe 零售投资者
{8385}lingshouwangluo 零售网络
{8873}lingshouyinhang 零售银行
{6795}lingtongka 灵通卡
{6778}lingxi 零息
{7210}lingxiguozhai 零息国债
{1732}lingxianchengxiaoshang 领先承销商
{3469}lingxiandiwei 领先地位
{4027}lingxinggonggao 另行公告
{1331}lingxinggu 零星股
{2654}lingxingtongzhi 另行通知
{6679}lingyoudasuan 另有打算
{3545}lingzhangbankuai 领涨板块
{1089}lingzhangma 零涨码
{4741}liubiao 流标
{215}liuchengwaihui 留成外汇
{11234}liucunshouyi 留存收益
{11153}liudongbilv 流动比率
{8741}liudongdaikuan 流动贷款
{10940}liudongfuzhai 流动负债
{5869}liudongjijin 流动基金
{3429}liudongpinfan 流动频繁
{3180}liudongshizhi 流动市值
{1039}liudongshouyiqiquanpiaoju 流动收益期权票据
{1858}liudongxipiao 流动息票
{951}liudongxipiaozhaiquan 流动息票债券
{11365}liudongxing 流动性
{5498}liudongxingcha 流动性差
{8235}liudongxingfanlan 流动性泛滥
{9149}liudongxingguanli 流动性管理
{6909}liudongxingguosheng 流动性过剩
{2964}liudongxinghao 流动性好
{1377}liudongxingyouxian 流动性有限
{7896}liudongzhengquan 流动证券
{10773}liudongzichan 流动资产
{11268}liudongzijin 流动资金
{10677}liudongzijinbilv 流动资金比率
{9300}liudongzijinduanque 流动资金短缺
{6474}liudongzijinliang 流动资金量
{6000}liudongzijinzhichi 流动资金支持
{6631}liuhecai 六合彩
{8504}liumingkang 刘明康
{8756}liurugushi 流入股市
{943}liushiqiquan 流失期权
{7678}liutongchengben 流通成本
{4819}liutongfanwei 流通范围
{3613}liutongfene 流通份额
{7583}liutonggu 流通股
{7479}liutonggudong 流通股东
{5478}liutonggugudong 流通股股东
{5835}liutongjiage 流通价格
{5283}liutongriqi 流通日期
{7196}liutongshizhi 流通市值
{7940}liutongshuliang 流通数量
{10447}liuxiangchaxun 流向查询
{791}liuzhizaiwai 流置在外
{10595}liuzhuanshui 流转税
{8807}longduanjingzheng 垄断竞争
{4577}longduanshichang 垄断市场
{9172}longhubang 龙虎榜
{10986}longka 龙卡
{5767}longshuang 龙双
{2739}longtougu 龙头股
{8260}longtoulaoda 龙头老大
{7505}longtouqiye 龙头企业
{2021}longxiaxianjing 龙虾陷阱
{7320}longzhaiquan 龙债券
{955}lubianjiaoyisuo 路边交易所
{8987}lubiantan 路边摊
{7779}lujiazui 陆家嘴
{4283}lunengjinsui 鲁能金穗
{44}lusenbaojinrongshichang 卢森堡金融市场
{6975}luxufabu 陆续发布
{469}luzoushitu 路走势图
{4596}lueweishangyang 略微上扬
{4513}lueweishangzhang 略微上涨
{3134}lueyoufangda 略有放大
{4295}lueyoushangzhang 略有上涨
{3107}lueyouxiajiang 略有下降
{1656}lunbadelilv 伦巴德利率
{1002}lunbashengchuxuyinhang 伦巴省储蓄银行
{81}lundunjinrongshichang 伦敦金融市场
{2317}lunduntongyechaichulilv 伦敦同业拆出利率
{7928}lundunzhengquanjiaoyisuo 伦敦证券交易所
{6168}lundunzhishu 伦敦指数
{7498}lunhuanzhi 轮换制
{642}lunyajinrong 伦亚金融
{3057}luobi 裸币
{4488}luochao 裸钞
{6633}luojiesi 罗杰斯
{80}luokefeilecaituan 洛克菲勒财团
{25}luomaniyaguojiayinhang 罗马尼亚国家银行
{8917}luonanka 裸男卡
{534}lvbaoshiyuciwang 绿宝石玉瓷网
{5730}lvpiaoezha 绿票讹诈
{8051}lvsezhishu 绿色指数
{6669}lvshishiwusuo 律师事务所
{1165}lvxiejihua 绿鞋计划
{6199}lvyuebaohan 履约保函
{9611}magangrengou 马钢认购
{2100}maluonifaan 马洛尼法案
{8537}maichao 卖超
{776}maichaobilv 卖超比率
{5114}maichugupiao 卖出股票
{213}maichuhuilv 卖出汇率
{2716}maichujiaoyi 卖出交易
{811}maichumingling 卖出命令
{9419}maichuquan 卖出权
{5494}maichuxinhao 卖出信号
{4421}maichuzhiling 卖出指令
{9572}maidian 买点
{2806}maidianjijin 买点基金
{1910}maidianzhiling 买点指令
{6280}maiduan 买断
{8923}maiduanxing 买断型
{1662}maifangdingjia 买方定价
{8197}maifangdingjia 卖方定价
{8143}maifanglongduan 买方垄断
{7425}maifanglongduan 卖方垄断
{10645}maifangshichang 买方市场
{10038}maifangshichang 卖方市场
{2287}maifangyewu 买方业务
{867}maifangyewu 卖方业务
{3896}maigupiao 买股票
{4380}maigupiao 卖股票
{4789}maiguozhai 买国债
{7998}maihuomai 买或卖
{7616}maijijin 买基金
{11335}maijia 卖价
{1951}maijiashangzhang 买价上涨
{851}maikechengben 买壳成本
{4930}maikeqihuo 迈科期货
{7130}maikeshangshi 买壳上市
{2351}maikeshouyi 买壳收益
{1425}maikeshouyi 卖壳收益
{1090}maikezhe 买壳者
{10798}maikong 买空
{11209}maikong 卖空
{2344}maikongguize 卖空规则
{786}maikongjituan 卖空集团
{1120}maikongjiachalv 买空价差率
{214}maikongmaikong 买空卖空
{6143}maikongxingwei 卖空行为
{1469}maikongzhanghu 卖空账户
{7004}maikongzhe 卖空者
{3618}maimaifangshi 买卖方式
{9499}maimaiguanxi 买卖关系
{6477}maimaihetong 买卖合同
{6928}maimaishuangfang 买卖双方
{8299}mairuguize 买入规则
{745}mairuhechushou 买入和出售
{5673}mairuhuilv 买入汇率
{8617}mairujichu 买入基础
{616}mairujigou 买入机构
{9523}mairujiawei 买入价位
{785}mairumaichuqiquan 买入卖出期权
{4233}mairumeiyuan 买入美元
{9588}mairuqiquan 买入期权
{1202}mairuqiquanhetong 买入期权合同
{1145}mairuqiquankuaqijiaoyi 买入期权跨期交易
{7225}mairutaoqibaozhi 买入套期保值
{6953}mairuweituo 买入委托
{8878}mairuxinhao 买入信号
{3463}mairuyixie 买入一些
{3611}mairuzhiling 买入指令
{7981}maitong 买通
{6322}maiya 买压
{10068}maiya 卖压
{7726}maiyige 买一个
{3438}maizhaiquan 买债券
{9242}maizhu 卖主
{6634}mancang 满仓
{3313}mancangbudong 满仓不动
{393}manniujieduan 慢牛阶段
{43}manzhouguozhongyangyinhang 满洲国中央银行
{6186}mangmugenfeng 盲目跟风
{4195}mangmushadie 盲目杀跌
{5388}mangmuxing 盲目性
{9640}maochajia 毛差价
{1722}maogouleigupiao 猫狗类股票
{9171}maoshouyi 毛收益
{4480}maoxianxingwei 冒险行为
{8950}maoyijiesuan 贸易结算
{2242}maoyijinling 贸易禁令
{10600}maoyinicha 贸易逆差
{11154}maoyirongzi 贸易融资
{10370}maoyishouzhi 贸易收支
{10901}maoyishuncha 贸易顺差
{212}maoyiwaihui 贸易外汇
{8174}maoyixiangxia 贸易项下
{10157}maoyiyingyu 贸易盈余
{4701}meiangsi 每盎司
{5906}meibannian 每半年
{11022}meibenfenshu 每本份数
{4556}meieryaqihuo 美尔雅期货
{2811}meigegudong 每个股东
{10404}meigu 每股
{9908}meigu 美股
{2608}meigudazhang 美股大涨
{4923}meigujinglirun 每股净利润
{4493}meigujingshouyi 每股净收益
{6032}meigujingzichan 每股净资产
{11158}meigushouyi 每股收益
{10594}meiguzhangmianjiazhi 每股账面价值
{7186}meiguocaizhang 美国财长
{1727}meiguochangqiguokuquan 美国长期国库券
{8032}meiguocuntuopingzheng 美国存托凭证
{2436}meiguodatongyinhang 美国大通银行
{6066}meiguogaosheng 美国高盛
{10331}meiguogupiaojiaoyisuo 美国股票交易所
{10428}meiguoguozhai 美国国债
{8376}meiguojiage 美国价格
{2010}meiguojiaoyiweiyuanhui 美国交易委员会
{2691}meiguojinchukouyinhang 美国进出口银行
{3683}meiguojinrongshichang 美国金融市场
{8908}meiguoniuyueyinhang 美国纽约银行
{1914}meiguoshizhengzhaiquanbaoxiangongsi 美国市政债券保险公司
{737}meiguoxueshengdaikuanshichanglianhehui 美国学生贷款市场联合会
{1530}meiguoxueshengdaikuanyingxiaogongsi 美国学生贷款营销公司
{7837}meiguoyuntong 美国运通
{10490}meiguozhengquanjiaoyisuo 美国证券交易所
{909}meiguozhengquanjiaoyiweiyuanhui 美国证券交易委员会
{9509}meiguoziben 美国资本
{5442}meijidu 每季度
{9299}meilianchu 美联储
{1073}meilianchuzhibi 美联储纸币
{4478}meilianyinhang 美联银行
{8896}meilin 美林
{1365}meilongguominyinhang 梅隆国民银行
{4203}meinengkongzhihao 没能控制好
{3669}meirijingjixinwen 每日经济新闻
{1513}meirizhaiquangoumaizhe 每日债券购买者
{10779}meishiqiquan 美式期权
{6050}meishiquanzheng 美式权证
{3972}meitangu 煤炭股
{2704}meitanhangye 煤炭行业
{3375}meitanjiage 煤炭价格
{9144}meitong 每桶
{3175}meiyifen 每一份
{3063}meiyoubanli 没有办理
{6106}meiyoufaxing 没有发行
{4019}meiyoufengxian 没有风险
{8795}meiyouguxi 没有股息
{5436}meiyoujiazhi 没有价值
{4590}meiyoujieyu 没有结余
{6703}meiyoukaitong 没有开通
{4193}meiyounianfei 没有年费
{4702}meiyoupilu 没有披露
{646}meiyourenhelihaiguanxi 没有任何利害关系
{333}meiyoushoudaorenhexiaoxi 没有收到任何消息
{3509}meiyoushouyi 没有收益
{5248}meiyousuanqingchu 没有算清楚
{2680}meiyouyibi 没有一笔
{7063}meiyuanduiyingbang 美元兑英镑
{211}meiyuanfanlan 美元泛滥
{1434}meiyuanguanli 美元惯例
{285}meiyuanhuang 美元荒
{8381}meiyuanjiazhi 美元价值
{6290}meiyuanqu 美元区
{210}meiyuanweiji 美元危机
{9334}meiyuanzhaiquan 美元债券
{6314}meiyuanzhishu 美元指数
{5232}meiyuanzoushi 美元走势
{5432}meiyuedaoqi 每月到期
{4687}meiyuehuankuan 每月还款
{3377}meiyuehuankuane 每月还款额
{7055}meizhonghuobi 每种货币
{5989}meizhoubao 美洲豹
{10416}meizhouyinhang 美洲银行
{5335}menwaihan 门外汉
{7633}mengquanzhaiquan 猛犬债券
{5373}mengtelier 蒙特利尔
{2194}mengteliergupiaojiaoyisuo 蒙特利尔股票交易所
{5531}mengtelieryinhang 蒙特利尔银行
{4098}mengzengzhi 猛增至
{1833}mibaojieshouzhe 秘报接受者
{6545}mibuchengben 弥补成本
{140}midelanyinhang 密德兰银行
{8826}mifengdijia 密封递价
{1839}mifengxiaoshou 密封销售
{3010}mijishangshi 密集上市
{6800}milanyinhang 米兰银行
{6457}mimiqingbao 秘密情报
{3310}miqiegenzong 密切跟踪
{5464}miqieguanzhu 密切关注
{2792}mianbaozhengjin 免保证金
{4570}miandailifei 免代理费
{8384}mianfeidache 免费搭车
{8967}mianfeijieru 免费接入
{9274}mianfeikaihu 免费开户
{6071}mianfeilingqu 免费领取
{6649}mianfeiyouxiang 免费邮箱
{4487}mianfeizixun 免费资讯
{2645}mianfeizixun 免费咨询
{762}mianshuigongju 免税工具
{1083}mianshuihongli 免税红利
{1408}mianshuiyongjin 免税用尽
{6849}mianxifenqi 免息分期
{4170}mianzhengyinhuashui 免征印花税
{10771}mianzhengzengzhishui 免征增值税
{628}minanqihuo 民安期货
{3839}minanzhengquan 民安证券
{5273}minfazhengquan 闽发证券
{6159}minganzhibiao 敏感指标
{8195}minshengyinhang 民生银行
{4626}minshengzhengquan 民生证券
{7447}minzuzhengquan 民族证券
{5668}mingchengzhiqian 名称之前
{9247}mingliediyi 名列第一
{1245}mingniabolisiguwujiaoyisuo 明尼阿波利斯谷物交易所
{636}mingquechufen 明确处分
{9180}mingqueshichang 明确市场
{6163}mingrigushi 明日股市
{9238}mingrizoushi 明日走势
{498}mingwanzaijing 明晚在京
{7222}mingxianchengxiao 明显成效
{4937}mingxiandigu 明显低估
{9103}mingxianduoyu 明显多于
{4021}mingxianfanghuan 明显放缓
{2904}mingxianhaoyu 明显好于
{2643}mingxianhuisheng 明显回升
{2802}mingxianjiakuai 明显加快
{2665}mingxianjiangdi 明显降低
{4401}mingxiankanchu 明显看出
{4396}mingxiankuoda 明显扩大
{7712}mingxianlihao 明显利好
{3898}mingxianquhuan 明显趋缓
{2765}mingxianshangzhang 明显上涨
{585}mingxianzouruo 明显走弱
{1883}mingyiguquansuoyouren 名义股权所有人
{209}mingyihuilv 名义汇率
{6771}mingyijiazhi 名义价值
{9910}mingyililv 名义利率
{10196}mingyishouyi 名义收益
{10410}mingyizichan 名义资产
{9073}mogen 摩根
{2190}mogenbaozhengxintuoyinhang 摩根保证信托银行
{208}mogencaituan 摩根财团
{5088}mogendatong 摩根大通
{8408}mogensitanli 摩根斯坦利
{1708}moqigaoehuankuan 末期高额还款
{8781}morilun 末日轮
{1182}moshengrenyoushui 陌生人游说
{1514}moxieqianzhang 摹写签章
{5735}mouyizhengquan 某一证券
{1545}mouzhonggongsi 某种公司
{7400}mouzhongzhengquan 某种证券
{10012}mubiaogongsi 目标公司
{6963}mubiaogu 目标股
{9442}mubiaojiawei 目标价位
{5035}mubiaozhi 目标值
{7184}mudanguoji 牡丹国际
{11088}mudanka 牡丹卡
{1014}mudishitouzizhefuwugongsi 穆迪氏投资者服务公司
{10970}mugongsi 母公司
{3551}muguzijin 募股资金
{7353}mujinengli 募集能力
{9697}mujizijin 募集资金
{368}muqiangaoda 目前高达
{3527}muqianrengran 目前仍然
{8888}nadaopiwen 拿到批文
{3988}nagejigou 哪个机构
{3650}nagupiao 拿股票
{3659}nashijunheng 纳什均衡
{11155}nashuidanbao 纳税担保
{11069}nashuidanbaoshu 纳税担保书
{4872}nashuifuwuwang 纳税服务网
{11002}nashuipinggu 纳税评估
{11376}nashuiren 纳税人
{11270}nashuirenbianma 纳税人编码
{11297}nashuirenmingcheng 纳税人名称
{11286}nashuirenshibiehao 纳税人识别号
{10998}nashuirenzhuangtai 纳税人状态
{10866}nashuishenbao 纳税申报
{1105}nashuixiane 纳税限额
{7450}nashuizhengming 纳税证明
{9485}nasidake 纳斯达克
{5643}nayigecengci 哪一个层次
{4392}naixindengdai 耐心等待
{3822}nanbowang 南博网
{9311}nandujiaoda 难度较大
{3152}nanduqihuo 南都期货
{7216}nanfangbaoyuanzhaiquan 南方宝元债券
{5918}nanfangbixianzengzhi 南方避险增值
{6850}nanfangchengfen 南方成份
{8167}nanfanggaozengzhang 南方高增长
{6094}nanfangjijipeizhi 南方积极配置
{5637}nanfangjijin 南方基金
{2411}nanfangjijinguanliyouxiangongsi 南方基金管理有限公司
{5427}nanfangjiyouchengzhang 南方绩优成长
{4030}nanfangrencaiwang 南方人才网
{6926}nanfangwenjianchengzhang 南方稳健成长
{1233}nanfangwenjianerhao 南方稳健贰号
{8361}nanningyingyebu 南宁营业部
{3609}nanrenbang 男人帮
{284}nansihang 南四行
{24}nansilafurenminyinhang 南斯拉夫人民银行
{6785}nantongyinhang 南通银行
{10076}nanyangshangyeyinhang 南洋商业银行
{8375}nanyibimian 难以避免
{6790}nanyidachengyizhi 难以达成一致
{5653}nanyidui 难以对
{6095}nanyijieding 难以界定
{7839}nanyijiegui 难以接轨
{5758}nanyinizhuan 难以逆转
{9265}nanyipanduan 难以判断
{1900}naonufang 恼怒方
{2726}neibuhuanjing 内部环境
{11151}neibuhuibaolv 内部回报率
{10750}neibukongzhi 内部控制
{3093}neibuliutong 内部流通
{2188}neiburenmaimai 内部人买卖
{8542}neiburenshi 内部人士
{3223}neiburenyuan 内部人员
{10869}neiburongzi 内部融资
{9926}neibushenji 内部审计
{2177}neibutonghuahe 内部通话盒
{5914}neibuwancheng 内部完成
{2607}neibuxinxi 内部信息
{4257}neibuzijin 内部资金
{627}neibuzijinjiaobo 内部资金缴拨
{6560}neibuziliao 内部资料
{5345}neikawaipao 内卡外抛
{3694}neimenggujinrongwang 内蒙古金融网
{11357}neimujiaoyi 内幕交易
{4495}neimurenyuan 内幕人员
{11125}neimuxiaoxi 内幕消息
{10307}neipan 内盘
{4008}neixu 内需
{8822}neixuzengzhang 内需增长
{11215}neizaijiazhi 内在价值
{5318}nengbaochi 能保持
{3715}nengdaikuan 能贷款
{2660}nenggoubangzhu 能够帮助
{8355}nenggouchushou 能够出售
{6086}nenggouchushou 能够出手
{8805}nenggoufangzhi 能够防止
{4835}nenggoujiaohaode 能够较好地
{1431}nenglianghaojindian 能量耗尽点
{3249}nengshangshi 能上市
{9036}nengyuanjidi 能源基地
{5514}nengyuanqushi 能源趋势
{10692}nicha 逆差
{903}nichajia 逆差价
{1370}nidiaoqi 逆掉期
{4497}nifaxing 拟发行
{8717}nigongkaifaxing 拟公开发行
{916}nimeiyuangundong 逆美元滚动
{9476}nimingguanggao 匿名广告
{6763}nimingkehu 匿名客户
{4958}nishangshi 拟上市
{4673}nishi 逆势
{6271}nishicaozuo 逆市操作
{647}nishihuizhang 逆势回涨
{2943}nishijiancang 逆势建仓
{4319}nishizuokong 逆势做空
{3908}nishougou 拟收购
{4232}nizhemezao 你这么早
{8785}nizhuan 逆转
{4638}nianbaohangqing 年报行情
{5546}nianbaopilu 年报披露
{6565}nianchushuiping 年初水平
{9750}nianducaiwubaogao 年度财务报告
{4114}nianducaizhengyusuan 年度财政预算
{2350}nianduhuabilv 年度化比率
{9282}niandushouyi 年度收益
{6747}niandushouyilv 年度收益率
{1416}nianduzongeguanli 年度总额管理
{10958}nianjin 年金
{9452}nianjinjihua 年金计划
{2285}nianjinxingjijin 年金型基金
{1871}nianjinzhaiquan 年金债券
{3049}niankuisun 年亏损
{334}nianneizuididian 年内最低点
{7627}nianshen 年审
{10021}nianshouyi 年收益
{4012}nianshouyilv 年收益率
{7528}nianshuju 年数据
{3710}niantouzie 年投资额
{10433}nianxin 年薪
{839}nianxingjiaoyi 粘性交易
{1361}nianzhengquanfa 年证券法
{2506}nianzhongguxi 年终股息
{7878}nianzhonghongli 年终红利
{3943}nianzuidi 年最低
{3719}niebi 镍币
{2794}ningbohaishun 宁波海顺
{4059}ningboyinhang 宁波银行
{9190}ningboyunsheng 宁波韵升
{539}ningxiajiaxin 宁夏嘉信
{7803}niukuiweiying 扭亏为盈
{1670}niuquxuqiu 扭曲需求
{352}niushifanfu 牛市反复
{3774}niushihangqing 牛市行情
{3625}niushijieshu 牛市结束
{4970}niushilimian 牛市里面
{612}niushipuzhang 牛市普涨
{3082}niushizaixian 牛市在线
{9087}niuxiongzheng 牛熊证
{1834}niuyuehuaxueyinhang 纽约化学银行
{1435}niuyuejihua 纽约计划
{79}niuyuejinrongshichang 纽约金融市场
{9797}niuyueqihuojiaoyisuo 纽约期货交易所
{9461}niuyueshangpinjiaoyisuo 纽约商品交易所
{2165}niuyuexianjinjiaoyisuo 纽约现金交易所
{2381}niuyueyinhangjiaxintuogongsi 纽约银行家信托公司
{10923}niuyuezhengquanjiaoyisuo 纽约证券交易所
{5486}nongcunhezuoyinhang 农村合作银行
{5363}nongcunshangyeyinhang 农村商业银行
{9895}nongcunxinyonghezuoshe 农村信用合作社
{10840}nongcunxinyongshe 农村信用社
{78}nongcunzhongyangjinku 农村中央金库
{3547}nonghangka 农行卡
{7995}nongminyinhang 农民银行
{1149}nongminzhufangguanliju 农民住房管理局
{10550}nongyeqiye 农业企业
{3732}nongyetouzi 农业投资
{2277}nongyexindaiguanliju 农业信贷管理局
{852}nongyexindaiguominyinhang 农业信贷国民银行
{77}nongyexindaixitong 农业信贷系统
{23}nongyexinyongjijinxiehui 农业信用基金协会
{5279}nongyeyinhang 农业银行
{9116}nongzuowushengzhangqi 农作物生长期
{9586}nuligaishan 努力改善
{5313}nuoanjijin 诺安基金
{2238}nuoanjijinguanliyouxiangongsi 诺安基金管理有限公司
{8548}nuoanjiazhizengzhang 诺安价值增长
{8482}nuoanzhaiquan 诺安债券
{5982}nuodejijin 诺德基金
{1015}nuodejijinguanliyouxiangongsi 诺德基金管理有限公司
{6630}nuodejiazhiyoushi 诺德价值优势
{7960}nuoweitayong 挪为他用
{1468}nuoyongweituojin 挪用委托金
{2941}nvxingjingliren 女性经理人
{7874}oushiquanzheng 欧式权证
{5455}ouyuanqu 欧元区
{5225}ouyuanzoushi 欧元走势
{7524}ouzhouhuilv 欧洲汇率
{1463}ouzhouhuipiao 欧洲汇票
{10905}ouzhouhuobi 欧洲货币
{11312}ouzhouhuobidanwei 欧洲货币单位
{22}ouzhouhuobihezuojijin 欧洲货币合作基金
{76}ouzhouhuobishichang 欧洲货币市场
{75}ouzhouhuobitixi 欧洲货币体系
{74}ouzhouhuobixieding 欧洲货币协定
{73}ouzhoujizhangdanwei 欧洲记帐单位
{9194}ouzhoujingjigongtongti 欧洲经济共同体
{6213}ouzhoumeiyuan 欧洲美元
{7975}ouzhoumeiyuanshichang 欧洲美元市场
{9518}ouzhouqiquan 欧洲期权
{8094}ouzhoutouziyinhang 欧洲投资银行
{1689}ouzhouxindaiye 欧洲信贷业
{11168}ouzhouzhaiquan 欧洲债券
{72}ouzhouzhifutongmeng 欧洲支付同盟
{1291}paleituofaze 帕雷托法则
{1934}papiersijiguize 帕皮尔斯基规则
{500}paicaipiao 排彩票
{9544}paichujigou 派出机构
{5293}paichutiaokuan 排除条款
{4765}paiduidenghou 排队等候
{2852}paiduilun 排队论
{11115}paijia 牌价
{4454}pailiesan 排列三
{3978}pailiewu 排列五
{3040}paimaijieguo 拍卖结果
{6881}paimingdiyi 排名第一
{2651}paixiri 派息日
{8086}pandang 盘档
{1980}pandingchanquanguishususong 判定产权归属诉讼
{7306}panduanhoushi 判断后市
{2615}panhou 盘后
{3587}panhoudianping 盘后点评
{2628}panhoujiaoyi 盘后交易
{8502}panhuo 盘活
{3086}panhuozichan 盘活资产
{5969}panmianfenxi 盘面分析
{5447}panmianxianshi 盘面显示
{7384}panmianyuyan 盘面语言
{5382}panzheng 盘整
{3546}panzhenggeju 盘整格局
{3899}panzhengzoushi 盘整走势
{10013}panzhong 盘中
{7382}panzhongfenxi 盘中分析
{9028}pangguanzhe 旁观者
{7970}paomojingji 泡沫经济
{3967}paopan 抛盘
{3868}paopanyali 抛盘压力
{283}paoyewu 跑业务
{3382}paoyingdapan 跑赢大盘
{3762}paoyingdashi 跑赢大市
{4494}peichangjizhi 赔偿机制
{7226}peichangqixian 赔偿期限
{2835}peiezhi 配额制
{10842}peigu 配股
{9940}peishou 配售
{4611}peishoubufen 配售部分
{5618}peitaocuoshi 配套措施
{3470}peixunchengben 培训成本
{3761}peixunfeiyong 培训费用
{8787}peixunkecheng 培训课程
{9351}peixunzhuanyuan 培训专员
{9475}peizhi 配置
{4605}penghua 鹏华
{8910}penghuadonglizengzhang 鹏华动力增长
{7795}penghuahangyechengzhang 鹏华行业成长
{5724}penghuajijin 鹏华基金
{2283}penghuajijinguanliyouxiangongsi 鹏华基金管理有限公司
{5387}penghuaputianzhaiquan 鹏华普天债券
{8173}penghuayouzhizhili 鹏华优质治理
{9502}penghuazhongguo 鹏华中国
{5695}pibaogongsi 皮包公司
{1026}pifajingjigongsi 批发经纪公司
{9848}pifashang 批发商
{1648}pifuguocheng 批复过程
{8810}pifuwenjian 批复文件
{10561}pika 批卡
{3453}piliangchexiao 批量撤销
{383}piliangrushi 批量入市
{422}piliangzhiding 批量指定
{1529}piliangzidongxitong 批量自动系统
{6041}piluhan 披露函
{10648}piruanshichang 疲软市场
{6069}piwen 批文
{3713}pizhunchengxu 批准程序
{2813}pizhunfaxing 批准发行
{7014}pianxian 骗线
{6508}pianyigu 便宜股
{11132}piaoguanzhongxin 票管中心
{207}piaohuihuilv 票汇汇率
{1368}piaojuchengduixing 票据承兑行
{139}piaojujingjishang 票据经纪商
{8486}piaojushichang 票据市场
{10736}piaomianjiazhi 票面价值
{3924}piaomiannianlilv 票面年利率
{9763}piaomianzhi 票面值
{6992}piaomianzongzhi 票面总值
{1784}piaoxiang 票象
{2587}piaozhenghuizong 票证汇总
{4034}pinfanguanggu 频繁光顾
{3502}pinfanjiaxi 频繁加息
{7967}pinfanjinchu 频繁进出
{2032}pinjitouzi 贫瘠投资
{4108}pinpaizhongguo 品牌中国
{3678}pinganjituan 平安集团
{3760}pinganzhengquan 平安证券
{9}pinganzhengquanyouxianzerengongsi 平安证券有限责任公司
{11236}pingcang 平仓
{2091}pingcangmaichujiaoyi 平仓卖出交易
{1815}pingcangmairujiaoyi 平仓买入交易
{5286}pingdanfuxian 凭单付现
{1929}pingdengxindaifaan 平等信贷法案
{6463}pinggubanfa 评估办法
{1224}pinggubilv 评估比率
{4691}pinggubiaozhun 评估标准
{8280}pingguchengxu 评估程序
{205}pinggudanwei 评估单位
{6961}pinggufangan 评估方案
{6810}pinggufei 评估费
{5136}pinggufengxian 评估风险
{5851}pingguguocheng 评估过程
{204}pinggujiage 评估价格
{8989}pinggujiazhi 评估价值
{6333}pinggujieguo 评估结果
{370}pinggupiao 凭股票
{1825}pingguqingce 评估清册
{10438}pinggushi 评估师
{7061}pingguxiaozu 评估小组
{203}pingguyijian 评估意见
{7501}pingguzengzhi 评估增值
{2214}pingguzhaiquan 评估债券
{202}pingguzhidu 评估制度
{7453}pingguzhongjie 评估中介
{5971}pingguzhongxin 评估中心
{201}pingguzhuanjia 评估专家
{6533}pingguzixun 评估咨询
{1003}pinghengmairu 平衡买入
{206}pinghengxiangmu 平衡项目
{1688}pinghengxinggongtongjijin 平衡型共同基金
{9898}pinghengyusuan 平衡预算
{4884}pingjitiaojian 评级条件
{5112}pingjixitong 评级系统
{359}pingjixiangduijiaogao 评级相对较高
{5101}pingjizhijian 平级之间
{387}pingjizige 评级资格
{11243}pingjia 平价
{200}pingjiadengji 评价等级
{10910}pingjiafaxing 平价发行
{199}pingjiaqiye 评价企业
{5321}pingjiaquanzheng 平价权证
{198}pingjiariqi 评价日期
{4510}pingjiatixi 评价体系
{1476}pingjiaxiaxian 平价下限
{6042}pingjiaxiaoshou 平价销售
{4912}pingjiazhibiao 评价指标
{197}pingjiazhidu 评价制度
{196}pingjiazhongxin 评价中心
{9000}pingjingqi 平静期
{8982}pingjunda 平均达
{6483}pingjundiefu 平均跌幅
{4065}pingjunfangjia 平均房价
{5793}pingjungujia 平均股价
{10194}pingjunhua 平均化
{2136}pingjunhuajiage 平均化价格
{10218}pingjunlirun 平均利润
{10961}pingjunlirunlv 平均利润率
{7272}pingjunlirunzengzhanglv 平均利润增长率
{7160}pingjunmeijia 平均每家
{7535}pingjunnianxian 平均年限
{8070}pingjunquanyi 平均权益
{10458}pingjunzhishu 平均指数
{369}pingjunzibenfuzhailv 平均资本负债率
{8043}pingkai 平开
{5296}pingpanbiaozhun 评判标准
{725}pingquan 平券
{4503}pingtaizhengli 平台整理
{7199}pingwenyunxing 平稳运行
{9537}pingwenzoushi 平稳走势
{8693}pingxuanwei 评选为
{8491}pingyou 平邮
{8293}pingzhengshiguozhai 凭证式国债
{8694}pingzhengshizhaiquan 凭证式债券
{7952}pingzhi 平值
{5467}pingzhiqiquan 平值期权
{6454}pingzhunjijin 平准基金
{9672}pochanchongzu 破产重组
{1861}pochankezhuanhuanzhengquan 破产可转换证券
{1080}pochanyaoqiu 破产要求
{2013}poxiaoxiji 破晓袭击
{7802}pubianchuyu 普遍处于
{1583}pubianhuitiao 普遍回调
{8794}pubianrenke 普遍认可
{6134}pudie 普跌
{6693}pudongfenhang 浦东分行
{6539}pufa 浦发
{4823}pufaqihuo 浦发期货
{9662}pufayinhang 浦发银行
{10858}puka 普卡
{6278}pushengjin 普升金
{3830}putian 普天
{1820}putongchushou 普通出售
{1658}putongfashou 普通发售
{1023}putongfuwuguanliju 普通服务管理局
{11309}putonggu 普通股
{1794}putonggubilv 普通股比率
{1982}putonggudengjiawu 普通股等价物
{9619}putonggufen 普通股份
{1489}putonggujijin 普通股基金
